first name,last name,nickname,link,height(ft),weight(lb),reach(inch),stance,wins,losses,draws,belt,SLpM,Str. Acc,SApM,Str. Def,TD Avg,TD Acc.,TD Def,Sub. Avg
Tom,Aaron,,http://ufcstats.com/fighter-details/93fe7332d16c6ad9,--,155 lbs.,--,,5,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Danny,Abbadi,The Assassin,http://ufcstats.com/fighter-details/15df64c02b6b0fde,"5' 11""",155 lbs.,--,Orthodox,4,6,0,0,3.29,38%,4.41,57%,0.00,0%,77%,0.0
David,Abbott,Tank,http://ufcstats.com/fighter-details/b361180739bed4b0,"6' 0""",265 lbs.,--,Switch,10,15,0,0,1.35,30%,3.55,38%,1.07,33%,66%,0.0
Shamil,Abdurakhimov,Abrek,http://ufcstats.com/fighter-details/2f5cbecbbe18bac4,"6' 3""",235 lbs.,"76.0""",Orthodox,20,5,0,0,2.45,44%,2.45,58%,1.23,24%,47%,0.2
Hiroyuki,Abe,Abe Ani,http://ufcstats.com/fighter-details/c0ed7b208197e8de,"5' 6""",145 lbs.,--,Orthodox,8,15,3,0,1.71,36%,3.11,63%,0.00,0%,33%,0.0
Daichi,Abe,,http://ufcstats.com/fighter-details/5140122c3eecd307,"5' 11""",170 lbs.,"71.0""",Orthodox,6,2,0,0,3.80,33%,4.49,56%,0.33,50%,0%,0.0
Papy,Abedi,Makambo,http://ufcstats.com/fighter-details/c9f6385af6df66d7,"5' 11""",185 lbs.,--,Southpaw,10,4,0,0,2.80,55%,3.15,48%,3.47,57%,50%,1.3
Ricardo,Abreu,Demente,http://ufcstats.com/fighter-details/aa6e591c2a2cdecd,"5' 11""",185 lbs.,--,Orthodox,5,1,0,0,3.79,31%,3.98,68%,2.13,42%,100%,0.7
Klidson,Abreu,White Bear,http://ufcstats.com/fighter-details/7279654c7674cd24,"6' 0""",205 lbs.,"74.0""",Orthodox,15,4,0,0,2.05,40%,2.90,55%,0.64,20%,80%,0.0
Daniel,Acacio,,http://ufcstats.com/fighter-details/1c5879330d42255f,"5' 8""",180 lbs.,--,Orthodox,30,18,0,0,3.52,36%,2.85,62%,0.33,20%,81%,0.0
Scott,Adams,,http://ufcstats.com/fighter-details/2620f3eb21c79614,"6' 0""",225 lbs.,--,Southpaw,8,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Juan,Adams,The Kraken,http://ufcstats.com/fighter-details/83b00f7597e5ac83,"6' 5""",265 lbs.,"80.0""",Orthodox,5,3,0,0,7.09,55%,4.06,34%,0.91,66%,57%,0.0
Anthony,Adams,Sugafoot,http://ufcstats.com/fighter-details/a77633a989013265,"6' 1""",185 lbs.,"76.0""",Orthodox,8,2,0,0,3.17,41%,5.93,44%,0.00,0%,0%,0.0
Zarrukh,Adashev,The Lion,http://ufcstats.com/fighter-details/79cb2a690b9ba5e8,"5' 5""",125 lbs.,"65.0""",Southpaw,3,2,0,0,3.75,33%,3.75,33%,0.00,0%,0%,0.0
Israel,Adesanya,The Last Stylebender,http://ufcstats.com/fighter-details/1338e2c7480bdf9e,"6' 4""",185 lbs.,"80.0""",Switch,20,0,0,1,4.10,50%,2.33,65%,0.00,0%,86%,0.3
Sam,Adkins,The Experience,http://ufcstats.com/fighter-details/0e9869d712e81f8f,"6' 3""",225 lbs.,--,Orthodox,7,20,2,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Nick,Agallar,,http://ufcstats.com/fighter-details/ebc5af72ad5a28cb,"5' 8""",155 lbs.,--,Orthodox,24,6,0,0,0.69,11%,4.56,42%,0.00,0%,0%,0.0
Mariya,Agapova,,http://ufcstats.com/fighter-details/a08ddd04eaffd81d,"5' 6""",125 lbs.,"68.0""",Southpaw,9,2,0,0,3.70,50%,4.15,47%,1.23,66%,33%,0.6
Marcelo,Aguiar,,http://ufcstats.com/fighter-details/44aa652b181bcf68,"5' 10""",170 lbs.,--,Orthodox,2,3,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Fabio,Aguiar,,http://ufcstats.com/fighter-details/501821d7fb7b95c1,"6' 0""",185 lbs.,--,,17,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Edwin,Aguilar,Tigre,http://ufcstats.com/fighter-details/6cadc0a0ba7dc015,"5' 10""",185 lbs.,--,,26,19,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jessica,Aguilar,Jag,http://ufcstats.com/fighter-details/8f382b3baa954d2a,"5' 3""",115 lbs.,"63.0""",Orthodox,20,8,0,0,4.93,50%,7.19,53%,0.94,25%,50%,0.2
Kevin,Aguilar,Angel of Death,http://ufcstats.com/fighter-details/cf946e03ba2e7666,"5' 7""",155 lbs.,"73.0""",Orthodox,17,4,0,0,3.69,37%,4.47,53%,0.19,25%,87%,0.0
Christian,Aguilera,The Beast,http://ufcstats.com/fighter-details/ae071698e1a3ccd4,"5' 9""",170 lbs.,"72.0""",Switch,14,7,0,0,3.35,41%,4.89,46%,0.00,0%,0%,0.0
Mike,Aina,Iron,http://ufcstats.com/fighter-details/9e3dbb9c68ed5d1a,"5' 9""",155 lbs.,--,Orthodox,14,6,1,0,2.87,33%,6.33,59%,0.00,0%,71%,0.0
Hitomi,Akano,Girlfight Monster,http://ufcstats.com/fighter-details/2eada40ac8801559,"5' 4""",135 lbs.,--,Southpaw,18,10,0,0,0.59,45%,2.58,55%,0.00,0%,8%,0.5
Omari,Akhmedov,Wolverine,http://ufcstats.com/fighter-details/16690d100f995f8f,"6' 0""",185 lbs.,"73.0""",Orthodox,20,5,1,0,2.92,34%,2.69,57%,2.56,50%,65%,0.2
Yoshihiro,Akiyama,,http://ufcstats.com/fighter-details/b0550072e5f0afa7,"5' 10""",170 lbs.,"75.0""",Orthodox,14,6,0,0,3.10,41%,3.62,57%,2.29,67%,92%,1.0
Rostem,Akman,,http://ufcstats.com/fighter-details/1fc64507a0cb38cf,"5' 10""",170 lbs.,"72.0""",Switch,6,2,0,0,1.80,25%,3.97,57%,1.00,40%,87%,0.0
Razak,Al-Hassan,,http://ufcstats.com/fighter-details/38b50fd1e1b5b656,"6' 2""",205 lbs.,--,Orthodox,13,5,0,0,3.27,39%,3.14,60%,0.65,14%,57%,0.0
Mostapha,Al-Turk,,http://ufcstats.com/fighter-details/1cf1310684a841f5,"6' 2""",245 lbs.,"77.0""",Orthodox,6,6,0,0,1.36,19%,3.61,53%,0.00,0%,0%,0.0
Herdem,Alacabek,,http://ufcstats.com/fighter-details/7578cc6bd750206b,"6' 2""",205 lbs.,"75.0""",Orthodox,5,1,0,0,3.84,65%,6.66,23%,2.06,50%,42%,0.0
Javi,Alanis,,http://ufcstats.com/fighter-details/2144954270be834d,"5' 6""",135 lbs.,--,,0,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Heili,Alateng,The Mongolian Knight,http://ufcstats.com/fighter-details/1897b7b913736a7c,"5' 5""",135 lbs.,"66.0""",Orthodox,14,8,1,0,2.87,32%,5.82,57%,2.33,35%,100%,0.0
Amir,Albazi,The Prince,http://ufcstats.com/fighter-details/6d35bf94f7d30241,"5' 5""",125 lbs.,"68.0""",Orthodox,13,1,0,0,2.55,42%,0.64,81%,3.19,100%,0%,3.2
Brett,Albee,,http://ufcstats.com/fighter-details/9b28292abe3166d5,--,225 lbs.,--,,3,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
John,Albert,Prince,http://ufcstats.com/fighter-details/7bd94b60d7521e4a,"5' 8""",135 lbs.,"68.0""",Orthodox,6,5,0,0,3.05,49%,2.82,35%,0.00,0%,50%,6.1
Junior,Albini,Baby,http://ufcstats.com/fighter-details/c482c8605455a213,"6' 3""",264 lbs.,"74.0""",Orthodox,14,6,0,0,3.98,51%,6.08,52%,1.54,37%,100%,0.0
Wes,Albritton,,http://ufcstats.com/fighter-details/184b955181bdef52,"5' 10""",188 lbs.,--,Orthodox,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Aleksandra,Albu,Stitch,http://ufcstats.com/fighter-details/e76d9f656ceb82ab,"5' 2""",115 lbs.,"63.0""",Orthodox,3,2,0,0,4.83,47%,5.56,38%,2.27,50%,77%,0.4
Israel,Albuquerque,,http://ufcstats.com/fighter-details/dd1b90eea08887f6,--,185 lbs.,--,Orthodox,0,3,0,0,0.32,13%,3.34,25%,0.00,0%,0%,0.0
Juan,Alcain,,http://ufcstats.com/fighter-details/39f62b833e4cf126,--,--,--,,1,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Iuri,Alcantara,Marajo,http://ufcstats.com/fighter-details/2f95a3c6d58b2aad,"5' 9""",135 lbs.,"71.0""",Southpaw,35,10,0,0,2.72,45%,2.79,49%,1.44,62%,60%,0.8
Ildemar,Alcantara,Marajo,http://ufcstats.com/fighter-details/7c6e87729e824ef4,"6' 2""",185 lbs.,"78.0""",Orthodox,21,11,0,0,1.93,38%,2.63,50%,2.00,68%,81%,0.9
Alfonso,Alcarez,,http://ufcstats.com/fighter-details/1e38bba6738b7b10,"5' 3""",145 lbs.,--,,1,3,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gilbert,Aldana,El Peligro,http://ufcstats.com/fighter-details/d26934530dc5b248,"6' 1""",250 lbs.,--,Orthodox,6,2,0,0,2.91,54%,6.26,26%,2.57,40%,33%,0.0
Irene,Aldana,,http://ufcstats.com/fighter-details/578ef12674df1e6a,"5' 9""",135 lbs.,"68.0""",Orthodox,12,6,0,0,5.52,38%,5.97,61%,0.23,50%,84%,0.1
Hector,Aldana,,http://ufcstats.com/fighter-details/c487223b0289bda9,"5' 11""",170 lbs.,"72.0""",Orthodox,4,3,0,0,3.59,38%,5.08,59%,0.93,100%,0%,0.0
Jose,Aldo,,http://ufcstats.com/fighter-details/d0f3959b4a9747e6,"5' 7""",135 lbs.,"70.0""",Orthodox,28,7,0,0,3.48,44%,3.55,62%,0.60,61%,90%,0.1
JJ,Aldrich,,http://ufcstats.com/fighter-details/6fd953151d981979,"5' 5""",125 lbs.,"67.0""",Southpaw,8,4,0,0,3.88,40%,4.68,62%,0.31,25%,53%,0.0
Jim,Alers,The Beast,http://ufcstats.com/fighter-details/fe5a9547479396ab,"5' 9""",145 lbs.,"71.0""",Orthodox,13,3,0,0,2.90,40%,4.38,56%,2.26,41%,80%,0.3
John,Alessio,The Natural,http://ufcstats.com/fighter-details/7a15f3694c5cbc02,"5' 10""",155 lbs.,"72.0""",Orthodox,35,17,0,0,2.10,39%,2.91,54%,1.85,38%,70%,1.2
Houston,Alexander,The Assassin,http://ufcstats.com/fighter-details/0541480fbf719d86,"6' 0""",205 lbs.,"72.0""",Orthodox,17,15,1,0,3.06,54%,3.20,52%,1.19,57%,33%,0.0
Kenneth,Alexander,The Machine,http://ufcstats.com/fighter-details/8fd76e1b49c00ae2,"5' 9""",155 lbs.,--,Orthodox,7,6,0,0,0.88,19%,2.20,66%,4.71,26%,0%,0.0
Marcio,Alexandre Junior,Lyoto,http://ufcstats.com/fighter-details/d53482bef23235ba,"6' 0""",185 lbs.,"75.0""",Southpaw,17,4,0,0,1.61,45%,2.89,42%,0.35,20%,66%,0.7
Olaf,Alfonso,,http://ufcstats.com/fighter-details/b757c73f443d4fca,"6' 2""",170 lbs.,--,Orthodox,8,12,0,0,1.65,38%,4.77,53%,0.37,7%,22%,0.7
Pablo,Alfonso,The Hurricane,http://ufcstats.com/fighter-details/4b37a0bc2ab4cae1,"5' 8""",145 lbs.,--,,9,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Levi,Alford,,http://ufcstats.com/fighter-details/41b34b7f11f6d085,--,--,--,,1,7,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Bill,Algeo,Senor Perfecto,http://ufcstats.com/fighter-details/9abc648e76c4493a,"6' 0""",145 lbs.,"73.0""",Switch,14,5,0,0,6.80,56%,5.31,38%,0.67,33%,62%,0.0
Royce,Alger,,http://ufcstats.com/fighter-details/669a3cb6e394f515,"5' 10""",199 lbs.,--,Orthodox,3,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Amir,Aliakbari,,http://ufcstats.com/fighter-details/e17770faae3ca54c,"6' 3""",250 lbs.,--,,10,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Sultan,Aliev,,http://ufcstats.com/fighter-details/e70de1859b7ee78e,"5' 11""",170 lbs.,"74.0""",Orthodox,15,3,0,0,1.41,45%,2.20,56%,1.76,38%,100%,0.0
John,Allan,,http://ufcstats.com/fighter-details/6ebe96a116e79e52,"6' 1""",205 lbs.,"75.0""",Orthodox,13,6,0,0,2.95,43%,4.01,52%,1.94,71%,50%,1.2
George,Allen,,http://ufcstats.com/fighter-details/1e13936d708bcff7,"6' 2""",205 lbs.,--,Open Stance,13,19,2,0,0.80,38%,3.10,43%,0.00,0%,50%,0.0
Arnold,Allen,Almighty,http://ufcstats.com/fighter-details/040a74bb0a465c54,"5' 8""",145 lbs.,"70.0""",Southpaw,16,1,0,0,3.19,41%,2.00,67%,1.36,52%,76%,0.5
Brendan,Allen,All In,http://ufcstats.com/fighter-details/2f181c0467965b98,"6' 2""",185 lbs.,"75.0""",Orthodox,15,4,0,0,3.55,59%,4.57,39%,1.17,37%,50%,2.0
Ben,Alloway,Blanco,http://ufcstats.com/fighter-details/c4fe2e9a06ea5bcb,"5' 11""",170 lbs.,"76.0""",Orthodox,18,8,0,0,1.28,49%,1.90,59%,0.62,50%,26%,0.0
Ricardo,Almeida,Big Dog,http://ufcstats.com/fighter-details/91186547a7f3f758,"6' 0""",170 lbs.,"74.0""",Orthodox,13,5,0,0,2.02,49%,1.20,61%,3.74,38%,31%,1.2
Magno,Almeida,,http://ufcstats.com/fighter-details/d615d6a10a4704cd,"6' 0""",155 lbs.,--,,10,3,0,0,1.67,36%,2.60,41%,0.00,0%,40%,5.0
Thomas,Almeida,Thominhas,http://ufcstats.com/fighter-details/2b074403b7c6cdb4,"5' 7""",145 lbs.,"70.0""",Southpaw,22,4,0,0,5.39,44%,4.69,64%,0.00,0%,75%,0.0
Ericka,Almeida,,http://ufcstats.com/fighter-details/67a992d4cff22466,"5' 6""",115 lbs.,--,Orthodox,7,3,0,0,1.07,39%,3.33,43%,0.50,33%,37%,0.0
Estefani,Almeida,,http://ufcstats.com/fighter-details/f16ddfa31236efed,"5' 4""",125 lbs.,--,Orthodox,7,3,0,0,3.13,37%,6.07,42%,0.00,0%,0%,0.0
Mauricio,Alonso,,http://ufcstats.com/fighter-details/c6bf75775b278ed8,"6' 2""",170 lbs.,--,,13,7,0,0,5.74,34%,1.91,67%,0.00,0%,0%,0.0
Sarah,Alpar,Too Sweet,http://ufcstats.com/fighter-details/49b130de1da2e1bf,"5' 4""",135 lbs.,"63.0""",Southpaw,9,5,0,0,2.11,54%,4.76,32%,2.69,28%,50%,0.7
Ali,AlQaisi,The Royal Fighter,http://ufcstats.com/fighter-details/e87a13e02c01331d,"5' 6""",135 lbs.,"68.0""",Orthodox,8,5,0,0,2.43,42%,1.97,56%,3.50,29%,60%,1.0
Rico,Altamirano,,http://ufcstats.com/fighter-details/c61b49cec6abd6b9,"5' 10""",170 lbs.,--,,4,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Mike,Altman,,http://ufcstats.com/fighter-details/c11036da9162cb5f,"5' 10""",185 lbs.,--,Orthodox,1,4,0,0,1.56,20%,2.08,75%,0.00,0%,0%,0.0
Sean,Alvarez,,http://ufcstats.com/fighter-details/e741536153227386,"6' 0""",235 lbs.,--,Orthodox,4,3,0,0,0.89,37%,3.25,47%,0.00,0%,0%,0.0
Eddie,Alvarez,,http://ufcstats.com/fighter-details/33a331684283900f,"5' 9""",155 lbs.,"69.0""",Orthodox,29,6,0,0,4.32,41%,4.39,55%,2.92,36%,92%,0.5
Jaime,Alvarez,,http://ufcstats.com/fighter-details/4438482bd1d5a029,"5' 8""",125 lbs.,"69.0""",Orthodox,6,1,0,0,2.73,40%,4.53,56%,1.00,33%,50%,0.0
Joel,Alvarez,El Fenomeno,http://ufcstats.com/fighter-details/58bbef3770bb2dfc,"6' 3""",155 lbs.,"77.0""",Orthodox,18,2,0,0,2.84,37%,3.31,53%,0.00,0%,0%,1.6
Thiago,Alves,Pitbull,http://ufcstats.com/fighter-details/31ee470ef5dc8d7f,"5' 9""",170 lbs.,"70.0""",Orthodox,23,15,0,0,3.73,41%,3.42,62%,0.71,60%,63%,0.3
Anthony,Alves,,http://ufcstats.com/fighter-details/bd92cf5da5413d2a,--,--,--,,1,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Amilcar,Alves,,http://ufcstats.com/fighter-details/dc5a6b2fdb27e7dc,"6' 0""",170 lbs.,--,Southpaw,15,12,0,0,0.50,46%,2.02,30%,0.00,0%,53%,0.0
Warlley,Alves,,http://ufcstats.com/fighter-details/d317a5e2b3f88c5f,"5' 11""",170 lbs.,"72.0""",Orthodox,14,4,0,0,3.01,46%,3.69,50%,1.39,52%,75%,1.0
Rafael,Alves,The Turn,http://ufcstats.com/fighter-details/029afd138865d20a,"5' 8""",145 lbs.,"68.0""",Orthodox,19,9,0,0,2.02,45%,3.66,59%,0.00,0%,100%,1.9
Sam,Alvey,Smile'N,http://ufcstats.com/fighter-details/d156513a19acf856,"6' 2""",205 lbs.,"75.0""",Southpaw,33,14,1,0,3.17,44%,3.26,55%,0.08,16%,82%,0.1
Andre,Amado,Dida,http://ufcstats.com/fighter-details/20821819c401ced8,"6' 0""",154 lbs.,--,Orthodox,6,4,1,0,2.27,24%,5.91,63%,0.00,0%,20%,0.0
Adlan,Amagov,Borz,http://ufcstats.com/fighter-details/1e327b281ef6a745,"6' 2""",170 lbs.,"76.0""",Orthodox,14,2,1,0,3.29,47%,0.82,78%,5.84,56%,100%,0.0
Maiara,Amanajas dos Santos,,http://ufcstats.com/fighter-details/247fbbfafea60bb1,"5' 5""",115 lbs.,--,Southpaw,7,3,0,0,5.53,35%,24.47,33%,0.00,0%,100%,0.0
Chris,Amarante,,http://ufcstats.com/fighter-details/ee0b69e307c857e5,--,185 lbs.,--,,2,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jimmy,Ambriz,The Titan,http://ufcstats.com/fighter-details/c912f676692c353a,"6' 2""",315 lbs.,--,Southpaw,17,21,1,0,0.83,29%,3.76,40%,3.13,57%,100%,0.8
JJ,Ambrose,,http://ufcstats.com/fighter-details/d562b12b8fe88336,"5' 10""",170 lbs.,--,Orthodox,28,7,0,0,3.16,69%,6.32,33%,0.00,0%,50%,0.0
Alen,Amedovski,,http://ufcstats.com/fighter-details/70fa1c64a2c439ef,"5' 10""",185 lbs.,"74.0""",Orthodox,8,2,0,0,0.52,28%,3.14,37%,0.00,0%,0%,0.0
Makwan,Amirkhani,Mr. Finland,http://ufcstats.com/fighter-details/87a1dc546b1c5caf,"5' 10""",145 lbs.,"72.0""",Southpaw,16,5,0,0,1.42,44%,2.63,51%,3.37,37%,57%,1.4
Bertrand,Amoussou,,http://ufcstats.com/fighter-details/53adf5b845d91e4a,"5' 8""",190 lbs.,--,Orthodox,1,1,0,0,6.75,39%,2.01,83%,0.00,0%,0%,0.0
Karl,Amoussou,The Psycho,http://ufcstats.com/fighter-details/23a8c33869bf5392,"5' 11""",185 lbs.,--,Orthodox,27,7,2,0,1.47,34%,2.67,54%,0.00,0%,25%,1.0
Eryk,Anders,Ya Boi,http://ufcstats.com/fighter-details/cad24459b28592ca,"6' 1""",185 lbs.,"75.0""",Southpaw,13,5,0,0,3.02,45%,4.18,51%,1.34,34%,80%,0.1
Matt,Andersen,,http://ufcstats.com/fighter-details/8738eacd62e82a32,"6' 2""",230 lbs.,--,Southpaw,14,8,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Andy,Anderson,The Hammer,http://ufcstats.com/fighter-details/9199e0735b83dd32,"5' 6""",240 lbs.,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Lowell,Anderson,,http://ufcstats.com/fighter-details/1ffc38f67785797b,"5' 6""",160 lbs.,--,Orthodox,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Corey,Anderson,Overtime,http://ufcstats.com/fighter-details/5e4eec08896c9423,"6' 3""",205 lbs.,"79.0""",Orthodox,14,5,0,0,4.43,46%,2.22,59%,4.89,50%,83%,0.0
Derek,Anderson,Barbaric,http://ufcstats.com/fighter-details/19ba965651486013,"6' 0""",155 lbs.,--,,14,3,0,0,3.97,37%,3.08,61%,0.34,14%,60%,0.0
Megan,Anderson,,http://ufcstats.com/fighter-details/a0e75f4a13eb73f1,"6' 0""",145 lbs.,"72.0""",Orthodox,11,4,0,0,1.82,46%,2.94,38%,0.56,33%,53%,0.6
Alex,Andrade,El Toro,http://ufcstats.com/fighter-details/1562b12763cc8d67,"5' 11""",200 lbs.,--,Orthodox,10,5,0,0,0.20,36%,2.60,53%,0.00,0%,25%,0.8
Jessica,Andrade,Bate Estaca,http://ufcstats.com/fighter-details/6a1901c62ab3870f,"5' 1""",115 lbs.,"62.0""",Orthodox,21,8,0,0,6.38,49%,5.26,53%,3.11,57%,76%,0.4
Viscardi,Andrade,,http://ufcstats.com/fighter-details/d221ee27afc7a60e,"5' 11""",170 lbs.,"75.0""",Orthodox,19,6,0,0,3.26,42%,2.77,63%,1.93,50%,66%,0.3
Jermaine,Andre,,http://ufcstats.com/fighter-details/9bad58fa651d6196,"5' 7""",200 lbs.,--,Orthodox,14,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dylan,Andrews,The Villain,http://ufcstats.com/fighter-details/00debc804e2b1cd4,"6' 1""",185 lbs.,"74.0""",Switch,18,7,0,0,2.21,50%,2.72,46%,2.83,50%,57%,0.4
Reese,Andy,Riptide,http://ufcstats.com/fighter-details/46e2ca71fd5089cb,"6' 0""",205 lbs.,--,Orthodox,7,3,0,0,2.87,50%,3.50,58%,0.67,20%,40%,0.0
Julius,Anglickas,,http://ufcstats.com/fighter-details/e20ad078a7d63361,"6' 3""",205 lbs.,--,Orthodox,5,1,0,0,4.62,78%,1.86,50%,4.47,50%,60%,1.1
Collin,Anglin,,http://ufcstats.com/fighter-details/047a91d3d9c79b05,"5' 9""",145 lbs.,"71.0""",Orthodox,8,1,0,0,5.87,55%,3.47,58%,3.00,75%,100%,0.0
Yoji,Anjo,Mr. 200%,http://ufcstats.com/fighter-details/e06fd1260ac865a7,"5' 11""",205 lbs.,--,Orthodox,0,5,1,0,0.00,0%,3.13,25%,0.00,0%,0%,0.0
Magomed,Ankalaev,,http://ufcstats.com/fighter-details/d802174b0c0c1f4e,"6' 3""",205 lbs.,"75.0""",Orthodox,14,1,0,0,3.58,56%,1.36,68%,0.62,33%,85%,0.0
Nina,Ansaroff,,http://ufcstats.com/fighter-details/d343df8ba11f4c4e,"5' 5""",115 lbs.,"64.0""",Orthodox,10,6,0,0,4.81,47%,3.55,54%,0.29,40%,77%,0.6
Gadzhimurad,Antigulov,,http://ufcstats.com/fighter-details/af997f7611673880,"5' 11""",205 lbs.,"70.0""",Orthodox,20,8,0,0,2.08,55%,4.21,40%,5.08,36%,0%,1.4
Adam,Antolin,Captain Chaos,http://ufcstats.com/fighter-details/25b31165758402dd,"5' 5""",125 lbs.,"63.0""",Orthodox,12,3,0,0,5.73,52%,5.00,69%,0.00,0%,100%,0.0
Angelo,Antonio,,http://ufcstats.com/fighter-details/dbd198f780286aca,--,205 lbs.,--,Orthodox,1,4,0,0,1.09,50%,7.64,50%,0.00,0%,0%,0.0
Azunna,Anyanwu,Zulu,http://ufcstats.com/fighter-details/78d48d3874dacafd,"6' 1""",251 lbs.,--,Orthodox,14,5,0,0,2.47,42%,2.47,69%,0.65,100%,0%,0.0
Shinsho,Anzai,Animal,http://ufcstats.com/fighter-details/4665f9f909cd7214,"5' 7""",170 lbs.,"70.0""",Orthodox,10,3,0,0,3.23,58%,3.75,45%,1.83,16%,75%,0.0
Shinya,Aoki,Tobikan Judan,http://ufcstats.com/fighter-details/79ded75550efc139,"5' 11""",154 lbs.,--,Southpaw,39,7,0,0,0.97,58%,1.25,58%,2.54,41%,60%,4.0
Josh,Appelt,,http://ufcstats.com/fighter-details/0c1a04afca64e38f,"5' 10""",255 lbs.,--,Southpaw,15,7,0,0,1.35,40%,11.50,32%,0.00,0%,33%,0.0
Erik,Apple,,http://ufcstats.com/fighter-details/1ccff7f0cfdf85eb,"6' 0""",170 lbs.,--,Orthodox,10,3,0,0,0.00,0%,0.54,81%,0.00,0%,0%,8.1
Kenji,Arai,,http://ufcstats.com/fighter-details/269d103c96a4c3a5,"5' 10""",145 lbs.,--,Southpaw,15,15,5,0,8.79,27%,10.29,39%,0.00,0%,0%,0.0
Romie,Aram,,http://ufcstats.com/fighter-details/73ef22f25d0f70e2,"5' 10""",170 lbs.,--,Orthodox,7,1,0,0,1.80,35%,2.83,50%,2.50,62%,83%,0.0
Felipe,Arantes,Sertanejo,http://ufcstats.com/fighter-details/71002dbc1743b9a7,"5' 8""",135 lbs.,"73.0""",Orthodox,18,10,1,0,2.37,45%,2.66,64%,0.93,47%,41%,0.7
Igor,Araujo,,http://ufcstats.com/fighter-details/dbea8c1cb327ab3d,"6' 1""",170 lbs.,"77.0""",Orthodox,25,9,0,0,1.52,42%,2.86,49%,0.86,15%,22%,0.6
Viviane,Araujo,Vivi,http://ufcstats.com/fighter-details/36541f1e6c5d4955,"5' 4""",125 lbs.,"68.0""",Orthodox,9,2,0,0,4.77,50%,5.32,56%,1.88,53%,92%,0.0
Julio,Arce,,http://ufcstats.com/fighter-details/1291edf2d566a71a,"5' 7""",145 lbs.,"70.0""",Southpaw,16,4,0,0,4.25,36%,2.87,67%,0.58,30%,93%,0.6
Art,Arciniega,King Arthur,http://ufcstats.com/fighter-details/d25e39e74efb0a77,"5' 8""",145 lbs.,--,,15,7,0,0,1.53,46%,2.73,51%,0.00,0%,50%,1.0
Tristan,Arenal,,http://ufcstats.com/fighter-details/9c9455912d917e4e,--,155 lbs.,--,,7,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Andrei,Arlovski,The Pitbull,http://ufcstats.com/fighter-details/3738e68d2261e60f,"6' 3""",240 lbs.,"77.0""",Orthodox,30,19,0,0,3.48,44%,2.77,58%,0.48,36%,79%,0.3
Joey,Armstrong,,http://ufcstats.com/fighter-details/30ad2050273d016a,--,--,--,,5,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Austin,Arnett,,http://ufcstats.com/fighter-details/bf0e700106d00e55,"6' 0""",145 lbs.,"72.0""",Orthodox,16,6,0,0,4.52,41%,6.38,62%,0.44,18%,57%,0.2
Ricardo,Arona,The Brazilian Tiger,http://ufcstats.com/fighter-details/05fbfe628658c538,"5' 11""",205 lbs.,--,Orthodox,14,5,0,0,1.66,48%,1.15,57%,2.41,48%,58%,1.2
Chalid,Arrab,Die Faust,http://ufcstats.com/fighter-details/770b9d4813c25902,"5' 11""",205 lbs.,--,Orthodox,7,3,0,0,1.56,34%,1.63,56%,3.05,75%,37%,1.0
Akbarh,Arreola,El Caballero,http://ufcstats.com/fighter-details/c136b2a8852da5bd,"5' 10""",155 lbs.,"71.0""",Southpaw,23,11,1,0,2.32,45%,4.01,56%,1.07,100%,33%,0.4
Matt,Arroyo,No Regard,http://ufcstats.com/fighter-details/de62052b2ede65ba,"5' 10""",170 lbs.,"72.0""",Orthodox,3,3,0,0,1.62,47%,2.01,58%,2.12,36%,100%,5.3
Antonio,Arroyo,,http://ufcstats.com/fighter-details/61fb8098ccf81c7f,"6' 3""",185 lbs.,"73.0""",Orthodox,9,3,0,0,3.12,69%,1.87,43%,1.95,41%,44%,0.4
