first name,last name,nickname,link,height(ft),weight(lb),reach(inch),stance,wins,losses,draws,belt,SLpM,Str. Acc,SApM,Str. Def,TD Avg,TD Acc.,TD Def,Sub. Avg
Justin,Scoggins,,http://ufcstats.com/fighter-details/9fa568ad2bf2cb0b,"5' 7""",125 lbs.,"66.0""",Southpaw,11,5,0,0,3.56,51%,2.16,55%,3.42,63%,82%,0.5
Brad,Scott,Bear,http://ufcstats.com/fighter-details/34e552520a934063,"6' 1""",170 lbs.,"76.0""",Orthodox,11,6,0,0,3.52,41%,4.31,57%,0.32,15%,63%,0.7
Greg,Scott,,http://ufcstats.com/fighter-details/0b235384fe23fc9c,"5' 9""",145 lbs.,--,,3,4,0,0,3.90,55%,7.79,37%,11.69,100%,0%,0.0
Mike,Seal,Crazy Boy,http://ufcstats.com/fighter-details/0c01568b1ac77bff,"6' 4""",185 lbs.,--,Orthodox,13,15,1,0,5.50,68%,3.33,50%,0.00,0%,33%,0.0
Matt,Secor,,http://ufcstats.com/fighter-details/d1ce40aca99a9b70,"6' 0""",170 lbs.,--,,8,4,0,0,0.51,20%,0.81,50%,3.03,100%,0%,3.0
Kenneth,Seegrist,,http://ufcstats.com/fighter-details/55e94a9b525dcf45,"6' 0""",185 lbs.,--,Orthodox,4,7,0,0,3.21,66%,1.28,0%,0.00,0%,40%,14.4
Neil,Seery,2Tap,http://ufcstats.com/fighter-details/49a74b9fb2e45fdf,"5' 4""",125 lbs.,"64.0""",Orthodox,16,13,0,0,3.56,41%,3.79,58%,0.78,27%,53%,1.6
Rony,Sefo,,http://ufcstats.com/fighter-details/d6b68eaf4b68b160,"5' 9""",225 lbs.,--,Orthodox,0,2,0,0,0.00,0%,0.43,0%,0.00,0%,0%,0.0
Ray,Sefo,Sugarfoot,http://ufcstats.com/fighter-details/646d5dbe509accd4,"6' 0""",240 lbs.,--,Orthodox,2,2,0,0,0.86,31%,1.71,72%,0.00,0%,66%,0.0
Brendan,Seguin,,http://ufcstats.com/fighter-details/e4bb7e483c4ad318,"6' 0""",185 lbs.,--,,23,19,1,0,2.60,45%,0.60,84%,5.00,62%,100%,0.0
Stefan,Sekulic,,http://ufcstats.com/fighter-details/348dff4e03bd18c6,"6' 0""",170 lbs.,"75.0""",Southpaw,12,3,0,0,1.47,37%,2.40,57%,1.00,20%,33%,0.0
Pete,Sell,Drago,http://ufcstats.com/fighter-details/0359313549d230a1,"5' 11""",170 lbs.,"75.0""",Orthodox,10,7,0,0,2.60,42%,3.65,51%,0.91,21%,47%,0.9
Matthew,Semelsberger,Semi,http://ufcstats.com/fighter-details/4aa58269d0664b5b,"6' 1""",170 lbs.,--,,7,2,0,0,7.87,50%,5.13,57%,2.00,100%,100%,1.0
Andrei,Semenov,,http://ufcstats.com/fighter-details/5f2f0da6fd6a84fd,"6' 0""",185 lbs.,--,Orthodox,34,9,2,0,0.78,15%,2.44,60%,1.74,80%,55%,0.4
Mackens,Semerzier,Da Menace,http://ufcstats.com/fighter-details/51b1e2fd9872005b,"5' 9""",145 lbs.,"72.0""",Orthodox,8,4,0,0,2.91,45%,3.48,46%,2.14,50%,50%,2.1
Brandon,Sene,,http://ufcstats.com/fighter-details/3ed134d85dfbd7b4,"5' 11""",205 lbs.,--,,2,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kim In,Seok,,http://ufcstats.com/fighter-details/88b250ba222c3a98,"5' 6""",145 lbs.,--,Orthodox,3,6,0,0,0.87,37%,5.19,60%,0.00,0%,0%,0.0
Ray,Seraille,,http://ufcstats.com/fighter-details/2f04c4183523be2e,"6' 3""",246 lbs.,--,,8,9,0,0,5.29,27%,17.65,41%,0.00,0%,0%,0.0
Ivan,Serati,,http://ufcstats.com/fighter-details/b23fca14c7b79935,"6' 0""",205 lbs.,--,Orthodox,12,4,0,0,0.86,26%,5.33,29%,0.00,0%,0%,0.0
Alex,Serdyukov,The Russian Crusher,http://ufcstats.com/fighter-details/253d3f9e97ca149a,"6' 2""",170 lbs.,"74.0""",Orthodox,8,5,0,0,4.94,48%,3.10,46%,1.84,55%,67%,1.8
Nicholas,Sergiacomi,,http://ufcstats.com/fighter-details/efab191f204ffa17,--,170 lbs.,--,,1,1,0,0,4.38,55%,3.94,59%,0.00,0%,0%,0.0
Matt,Serra,The Terra,http://ufcstats.com/fighter-details/86dfed7cc24a9fa7,"5' 6""",170 lbs.,"68.0""",Orthodox,11,7,0,0,1.98,39%,2.64,46%,2.05,20%,38%,0.9
Nick,Serra,The Mad Monkey,http://ufcstats.com/fighter-details/1975c2272ba40e71,"5' 9""",170 lbs.,--,Orthodox,7,3,0,0,0.00,0%,1.73,43%,1.00,10%,0%,2.0
Adrian,Serrano,,http://ufcstats.com/fighter-details/e7ec11096eac0282,"5' 8""",170 lbs.,--,,56,29,4,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Fredy,Serrano,El Profe,http://ufcstats.com/fighter-details/0ccab7c889ede9ea,"5' 3""",125 lbs.,"65.0""",Orthodox,3,2,0,0,1.58,26%,1.89,61%,2.84,25%,84%,0.0
Carl,Seumanutafa,,http://ufcstats.com/fighter-details/dadaeb402526dca5,"6' 1""",255 lbs.,--,Orthodox,10,8,0,0,0.00,0%,3.33,75%,0.00,0%,0%,0.0
Dan,Severn,The Beast,http://ufcstats.com/fighter-details/c670aa48827d6be6,"6' 2""",250 lbs.,--,Southpaw,101,19,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Rosi,Sexton,The Surgeon,http://ufcstats.com/fighter-details/5dfe71ade71f3a4b,"5' 3""",135 lbs.,--,Orthodox,13,5,0,0,3.31,39%,7.42,41%,0.75,10%,80%,0.0
Scott,Shaffer,,http://ufcstats.com/fighter-details/5c38639f860a5542,"5' 7""",145 lbs.,--,Orthodox,0,1,0,0,2.40,67%,0.53,50%,0.00,0%,72%,3.0
Edmen,Shahbazyan,The Golden Boy,http://ufcstats.com/fighter-details/4144798612ef96e5,"6' 2""",185 lbs.,"74.0""",Orthodox,11,1,0,0,3.85,51%,4.31,49%,4.44,40%,58%,0.5
Leon,Shahbazyan,,http://ufcstats.com/fighter-details/9eed2bcc9e0b92af,"6' 4""",170 lbs.,"74.0""",Orthodox,7,2,0,0,6.33,52%,8.18,32%,1.46,50%,0%,0.0
Liliya,Shakirova,,http://ufcstats.com/fighter-details/f300763147320d12,"5' 4""",125 lbs.,"65.0""",Orthodox,8,2,0,0,2.70,30%,2.58,74%,0.00,0%,0%,0.0
Kamal,Shalorus,Prince of Persia,http://ufcstats.com/fighter-details/ece280745f8727b8,"5' 8""",155 lbs.,"68.0""",Orthodox,9,5,2,0,3.06,32%,2.99,70%,2.07,50%,80%,0.0
Ken,Shamrock,The World's Most Dangerous Man,http://ufcstats.com/fighter-details/63b65af1c5cb02cb,"6' 1""",205 lbs.,"72.0""",Orthodox,28,17,2,0,1.47,46%,4.30,39%,0.94,60%,44%,2.5
Frank,Shamrock,,http://ufcstats.com/fighter-details/fcaae0385b514f11,"5' 10""",185 lbs.,--,Orthodox,23,10,2,0,4.75,53%,4.66,57%,0.35,50%,37%,1.1
Jason,Sharp,,http://ufcstats.com/fighter-details/285e32e41f61a5b1,--,205 lbs.,--,,3,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Eric,Shelton,Showtime,http://ufcstats.com/fighter-details/a0c64f272b65d441,"5' 6""",125 lbs.,"68.0""",Orthodox,12,6,0,0,2.57,42%,1.88,63%,2.83,51%,46%,0.2
Sean,Sherk,The Muscle Shark,http://ufcstats.com/fighter-details/029880cdbf5ca089,"5' 6""",155 lbs.,"67.0""",Orthodox,36,4,1,0,2.17,35%,2.71,55%,4.09,46%,56%,0.4
Chase,Sherman,The Vanilla Gorilla,http://ufcstats.com/fighter-details/01b352b6a9074d5c,"6' 4""",250 lbs.,"78.0""",Orthodox,15,6,0,0,6.02,45%,5.55,52%,0.00,0%,77%,0.0
Valentina,Shevchenko,Bullet,http://ufcstats.com/fighter-details/132deb59abae64b1,"5' 5""",125 lbs.,"66.0""",Southpaw,19,3,0,1,2.98,50%,2.03,62%,2.21,58%,75%,0.3
Antonina,Shevchenko,La Pantera,http://ufcstats.com/fighter-details/d7338bcb141abd2c,"5' 8""",125 lbs.,"67.0""",Southpaw,9,2,0,0,4.09,56%,2.51,54%,0.65,60%,56%,0.7
Katsuyori,Shibata,,http://ufcstats.com/fighter-details/d4da8995fc91e7ef,"6' 0""",168 lbs.,--,Orthodox,4,11,1,0,2.06,35%,2.40,53%,0.49,50%,53%,0.7
Jake,Shields,,http://ufcstats.com/fighter-details/fe435e440b5de0ff,"6' 0""",170 lbs.,"72.0""",Orthodox,31,9,1,0,2.45,36%,1.80,56%,2.83,29%,35%,1.2
Henrique,Shiguemoto,,http://ufcstats.com/fighter-details/5d1700cfbaafbe06,"5' 11""",185 lbs.,"72.0""",Orthodox,13,4,1,0,3.60,33%,6.00,16%,0.00,0%,50%,0.0
Shunichi,Shimizu,,http://ufcstats.com/fighter-details/10657c60ce349e0f,"5' 5""",135 lbs.,--,Orthodox,30,18,11,0,0.14,33%,4.68,30%,0.00,0%,0%,0.0
Wade,Shipp,The Nightmare,http://ufcstats.com/fighter-details/a9a314cc77d90b6e,"6' 3""",245 lbs.,--,Orthodox,11,5,0,0,4.29,86%,2.14,0%,0.00,0%,75%,0.0
Raja,Shippen,,http://ufcstats.com/fighter-details/d9e1942637bd57a4,"5' 6""",145 lbs.,--,,18,11,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Yuya,Shirai,,http://ufcstats.com/fighter-details/a79bfbc01b2264d6,"5' 8""",168 lbs.,--,Orthodox,26,14,2,0,1.02,100%,4.07,55%,0.00,0%,0%,0.0
Wes,Shivers,,http://ufcstats.com/fighter-details/ad863b0d57952c57,"6' 8""",--,--,,7,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Alexander,Shlemenko,Storm,http://ufcstats.com/fighter-details/ed3ea649b34ddb6c,"5' 11""",185 lbs.,--,,56,9,0,0,4.36,60%,1.71,63%,0.00,0%,0%,0.0
Josh,Shockley,,http://ufcstats.com/fighter-details/1d36f1ac66cf689d,"6' 1""",155 lbs.,--,Orthodox,11,4,0,0,1.40,33%,1.75,60%,0.00,0%,61%,0.8
Josh,Shockman,The War Hammer,http://ufcstats.com/fighter-details/821cd80aab70d5f9,"6' 4""",235 lbs.,--,Southpaw,6,3,0,0,0.87,32%,0.87,58%,0.00,0%,23%,0.0
Akira,Shoji,,http://ufcstats.com/fighter-details/b0c95dc8e858452c,"5' 8""",195 lbs.,--,Orthodox,14,17,5,0,1.03,34%,2.63,53%,1.79,73%,82%,0.4
Jack,Shore,Tank,http://ufcstats.com/fighter-details/b8a85389d115e35a,"5' 8""",135 lbs.,"71.0""",Orthodox,13,0,0,0,3.69,54%,0.59,76%,5.16,46%,0%,1.5
Landon,Showalter,The Show,http://ufcstats.com/fighter-details/35cc17760b06f36d,"6' 0""",185 lbs.,--,,11,19,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ivan,Shtyrkov,Ural Hulk,http://ufcstats.com/fighter-details/1f4b1d7d12601c5f,"6' 0""",205 lbs.,"74.0""",Orthodox,15,0,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Brandon,Shuey,Big Dawg,http://ufcstats.com/fighter-details/585f9ffdb0cd0466,"5' 7""",155 lbs.,--,Orthodox,7,6,0,0,0.68,33%,1.36,0%,0.00,0%,0%,10.2
Sam,Sicilia,,http://ufcstats.com/fighter-details/b8aef0faf4ce9b31,"5' 8""",145 lbs.,"67.0""",Orthodox,15,8,0,0,2.46,33%,3.55,59%,1.45,43%,70%,0.9
Kiril,Sidelnikov,,http://ufcstats.com/fighter-details/cf772fb504842dc3,"5' 11""",230 lbs.,--,,11,4,0,0,2.87,28%,4.48,61%,0.00,0%,0%,0.0
Steven,Siler,Super,http://ufcstats.com/fighter-details/d188a3b817860ec6,"5' 11""",145 lbs.,"70.0""",Orthodox,29,16,0,0,3.21,41%,2.96,54%,0.47,21%,55%,1.6
Siala,Siliga,Mighty Mo,http://ufcstats.com/fighter-details/3cf68c1d17f66af7,"6' 1""",290 lbs.,--,Orthodox,12,5,0,0,1.08,26%,1.96,50%,1.47,50%,80%,0.0
Xavier,Siller,Young Guns,http://ufcstats.com/fighter-details/9a08c2753184ac6d,"5' 5""",125 lbs.,--,,5,5,0,0,1.02,36%,1.53,57%,3.83,100%,0%,0.0
Assuerio,Silva,,http://ufcstats.com/fighter-details/e091482fa6648261,"5' 10""",241 lbs.,--,Orthodox,16,8,0,0,1.42,46%,4.20,54%,2.66,34%,25%,1.8
Anderson,Silva,The Spider,http://ufcstats.com/fighter-details/1f454354805b6f75,"6' 2""",185 lbs.,"77.0""",Southpaw,34,11,0,0,3.05,61%,2.05,60%,0.50,77%,69%,0.8
Wanderlei,Silva,The Axe Murderer,http://ufcstats.com/fighter-details/a1f6999fe57236e0,"5' 11""",205 lbs.,"74.0""",Orthodox,35,13,1,0,2.79,40%,2.19,60%,0.97,53%,62%,0.6
Thiago,Silva,,http://ufcstats.com/fighter-details/2924886ee9c4c527,"6' 2""",205 lbs.,"74.0""",Orthodox,19,6,0,0,3.92,50%,2.55,67%,1.03,47%,70%,0.7
Paulo Cesar,Silva,Giant,http://ufcstats.com/fighter-details/55b8dc4e54fe2c59,"7' 5""",385 lbs.,--,Orthodox,2,6,0,0,0.40,15%,2.72,47%,0.42,100%,16%,0.4
Jean,Silva,White Bear,http://ufcstats.com/fighter-details/9211aae062b799d6,"5' 6""",160 lbs.,--,Orthodox,19,12,3,0,0.73,22%,2.93,52%,0.00,0%,0%,0.0
Edson,Silva,Paredao,http://ufcstats.com/fighter-details/a1153013cb5f628f,--,205 lbs.,--,Orthodox,14,12,0,0,2.69,14%,5.37,50%,0.00,0%,0%,0.0
Sidney,Silva,,http://ufcstats.com/fighter-details/a6c32678efd4f434,"6' 3""",170 lbs.,--,Southpaw,8,4,0,0,2.86,65%,3.30,34%,3.30,100%,0%,0.0
Jay,Silva,,http://ufcstats.com/fighter-details/53bb0d40905b87c0,"6' 2""",185 lbs.,--,Southpaw,10,11,1,0,1.13,34%,3.07,40%,0.00,0%,38%,1.0
Antonio,Silva,Bigfoot,http://ufcstats.com/fighter-details/8349d55cdecd393a,"6' 4""",264 lbs.,"82.0""",Orthodox,19,12,1,0,2.89,45%,3.09,50%,0.82,29%,66%,0.8
Fabio,Silva,,http://ufcstats.com/fighter-details/2ba479b409011527,"5' 11""",205 lbs.,--,Orthodox,1,8,0,0,0.09,11%,5.90,38%,0.00,0%,0%,0.0
Erick,Silva,,http://ufcstats.com/fighter-details/5866fc86183a9fb8,"6' 0""",170 lbs.,"74.0""",Orthodox,19,9,0,0,2.50,48%,4.18,49%,0.85,35%,56%,1.4
Leandro,Silva,Buscape,http://ufcstats.com/fighter-details/159da492e000afbf,"5' 9""",155 lbs.,"72.0""",Orthodox,20,6,1,0,2.39,48%,2.08,63%,1.76,37%,65%,0.4
Claudio,Silva,Hannibal,http://ufcstats.com/fighter-details/6f7c616b98e18c29,"5' 11""",170 lbs.,"71.0""",Southpaw,14,2,0,0,3.14,42%,3.12,43%,3.01,28%,66%,1.6
Wagner,Silva,Wagnao,http://ufcstats.com/fighter-details/fb79582c410d049e,"6' 0""",170 lbs.,--,Orthodox,6,3,0,0,1.69,29%,2.87,65%,0.00,0%,58%,0.0
Rafael,Silva,Morcego,http://ufcstats.com/fighter-details/a31358d90d4bb40a,"5' 7""",135 lbs.,--,,28,6,0,0,0.67,50%,0.73,67%,0.00,0%,25%,1.0
Joaquim,Silva,Netto BJJ,http://ufcstats.com/fighter-details/ae7fe94f117f98cf,"5' 8""",155 lbs.,"69.0""",Southpaw,11,3,0,0,3.92,37%,4.43,56%,0.24,50%,64%,0.7
Felipe,Silva,,http://ufcstats.com/fighter-details/1b38a2b897f6209c,"6' 0""",155 lbs.,"77.0""",Orthodox,8,2,0,0,5.40,50%,1.80,59%,1.00,100%,71%,0.0
Dayana,Silva,,http://ufcstats.com/fighter-details/b19aecbfbb5508cc,"5' 7""",135 lbs.,--,Orthodox,7,4,0,0,6.33,51%,5.93,57%,0.00,0%,42%,0.0
Bruno,Silva,Bulldog,http://ufcstats.com/fighter-details/294aa73dbf37d281,"5' 4""",125 lbs.,"65.0""",Orthodox,10,5,2,0,2.60,42%,3.51,55%,3.14,30%,61%,0.0
Bruno,Silva,Blindado,http://ufcstats.com/fighter-details/12ebd7d157e91701,"6' 0""",185 lbs.,--,,19,6,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Gabriel,Silva,,http://ufcstats.com/fighter-details/002ca196477ce572,"5' 6""",135 lbs.,"71.0""",Orthodox,8,2,0,0,1.30,34%,3.47,45%,1.50,25%,38%,0.5
Jacob,Silva,Lil Animal,http://ufcstats.com/fighter-details/f6f2ea21a67be3a7,"5' 5""",125 lbs.,"67.0""",Orthodox,6,4,0,0,4.17,44%,4.92,56%,1.51,100%,66%,0.0
Natalia,Silva,,http://ufcstats.com/fighter-details/262d32ebda89efc4,"5' 4""",125 lbs.,--,,12,5,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Douglas,Silva de Andrade,D Silva,http://ufcstats.com/fighter-details/3a314d9fa7c6825d,"5' 7""",145 lbs.,"68.0""",Orthodox,26,3,0,0,3.96,38%,4.43,58%,0.65,50%,65%,0.0
Leonardo,Silva de Oliveira,Cabecao,http://ufcstats.com/fighter-details/28e088bbcaaa6366,"6' 2""",185 lbs.,--,Orthodox,12,4,0,0,1.07,40%,0.54,50%,24.11,50%,0%,0.0
Marcus,Silveira,Conan,http://ufcstats.com/fighter-details/f717b6002486f73f,"6' 3""",242 lbs.,--,Orthodox,6,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Elias,Silverio,Xuxu,http://ufcstats.com/fighter-details/52ba464d9068d871,"5' 11""",155 lbs.,"73.0""",Orthodox,13,3,0,0,3.67,49%,2.97,51%,1.62,38%,85%,0.2
Jamey,Simmons,The Afro Samurai,http://ufcstats.com/fighter-details/f0fad0e9f3b65752,"5' 6""",145 lbs.,"70.0""",Orthodox,7,3,0,0,0.52,50%,2.08,50%,0.00,0%,100%,0.0
Ricky,Simon,,http://ufcstats.com/fighter-details/5987b2458f4b5290,"5' 6""",135 lbs.,"69.0""",Orthodox,16,3,0,0,3.21,41%,3.68,63%,6.61,51%,72%,0.2
Aaron,Simpson,A-Train,http://ufcstats.com/fighter-details/d5f820c11a121050,"6' 0""",170 lbs.,"73.0""",Orthodox,12,5,0,0,3.60,52%,2.53,56%,3.78,34%,83%,0.5
Wes,Sims,The Project,http://ufcstats.com/fighter-details/e0f7c4f3f67bc808,"6' 10""",260 lbs.,--,Orthodox,24,14,1,0,0.98,51%,2.95,37%,0.00,0%,40%,2.3
Marlon,Sims,,http://ufcstats.com/fighter-details/9eedac48b497de5a,--,170 lbs.,--,,3,4,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Tony,Sims,,http://ufcstats.com/fighter-details/57bad6a84230f0c9,"5' 11""",155 lbs.,"70.0""",Southpaw,12,4,0,0,1.81,63%,0.76,65%,0.71,50%,50%,0.7
Everett,Sims,Sexual Chocolate,http://ufcstats.com/fighter-details/59c6d5af765df641,"6' 5""",260 lbs.,"77.0""",Southpaw,4,1,0,0,0.81,66%,2.19,30%,0.00,0%,42%,1.2
Lodune,Sincaid,,http://ufcstats.com/fighter-details/265589bdd93e7ce5,"5' 9""",185 lbs.,--,Orthodox,15,9,0,0,2.72,42%,6.17,57%,0.00,0%,75%,0.0
Rob,Sinclair,,http://ufcstats.com/fighter-details/3b65c9dd39741bc4,"5' 8""",155 lbs.,--,,13,5,0,0,1.20,33%,1.73,73%,0.00,0%,50%,0.0
Rory,Singer,Outburst,http://ufcstats.com/fighter-details/546015aa2ad945fd,"6' 2""",185 lbs.,"77.0""",Orthodox,11,9,0,0,2.55,39%,2.42,63%,0.39,25%,64%,0.8
Elvis,Sinosic,The King of Rock n' Rumble,http://ufcstats.com/fighter-details/817e0bdf08efce2e,"6' 3""",205 lbs.,"77.0""",Orthodox,7,11,2,0,1.13,37%,4.60,53%,0.00,0%,0%,1.2
Mitchell,Sipe,No Dice,http://ufcstats.com/fighter-details/71ef1111bf829b82,"6' 2""",245 lbs.,--,Orthodox,4,1,0,0,5.50,56%,9.98,46%,1.53,20%,0%,0.0
AJ,Siscoe,Let's Go,http://ufcstats.com/fighter-details/fce9b4056a8ef559,"5' 7""",135 lbs.,--,,1,2,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Yokthai,Sithoar,,http://ufcstats.com/fighter-details/436cdea7bdfdc016,"5' 7""",143 lbs.,--,,0,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Jeri,Sitzes,,http://ufcstats.com/fighter-details/44a1dd0ef4373edc,"5' 5""",125 lbs.,--,,3,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dennis,Siver,,http://ufcstats.com/fighter-details/5f87a5c00b3d17ed,"5' 6""",145 lbs.,"70.0""",Orthodox,23,11,0,0,3.87,32%,2.67,65%,0.87,32%,65%,0.3
Chas,Skelly,The Scrapper,http://ufcstats.com/fighter-details/4bd6b4800070b069,"5' 11""",145 lbs.,"72.0""",Orthodox,18,3,0,0,2.02,40%,3.35,48%,1.71,34%,33%,2.4
Matt,Skelton,,http://ufcstats.com/fighter-details/caced97768818230,"6' 3""",265 lbs.,--,Orthodox,0,1,0,0,0.00,0%,0.54,0%,0.00,0%,66%,0.0
Zach,Skinner,,http://ufcstats.com/fighter-details/c337c3c85b1871e0,"5' 6""",145 lbs.,--,Orthodox,10,11,0,0,0.53,50%,2.40,32%,5.00,27%,100%,1.0
Brian,Sleeman,,http://ufcstats.com/fighter-details/9db861c26b63daa8,"5' 8""",185 lbs.,--,,9,9,1,0,4.00,48%,1.85,70%,9.23,100%,100%,0.0
Joe,Slick,,http://ufcstats.com/fighter-details/80e6d71e14c1d356,"6' 0""",199 lbs.,--,Orthodox,16,5,3,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Ray,Sloan,,http://ufcstats.com/fighter-details/a2d1d3d144fed708,"6' 1""",205 lbs.,--,,8,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Kestutis,Smirnovas,,http://ufcstats.com/fighter-details/1979c80150f630c4,"5' 10""",200 lbs.,--,Orthodox,24,8,2,0,4.95,52%,5.05,54%,1.55,50%,100%,1.6
Maurice,Smith,,http://ufcstats.com/fighter-details/33e33d51f289d2a1,"6' 2""",221 lbs.,--,Orthodox,12,14,0,0,0.41,46%,0.47,60%,0.89,50%,20%,0.9
Patrick,Smith,,http://ufcstats.com/fighter-details/46c8ec317aff28ac,"6' 2""",225 lbs.,--,Orthodox,20,17,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Scott,Smith,Hands of Steel,http://ufcstats.com/fighter-details/3410cf010558dc8b,"6' 0""",185 lbs.,"70.0""",Orthodox,18,11,0,0,1.90,27%,5.87,50%,0.12,6%,58%,0.5
Eric,Smith,,http://ufcstats.com/fighter-details/9114c8ded5ccd71d,--,--,--,Southpaw,1,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Josh,Smith,,http://ufcstats.com/fighter-details/f626aa1c85f8af03,"6' 0""",155 lbs.,--,Orthodox,9,8,0,0,0.73,28%,1.40,54%,0.00,0%,57%,2.0
David,Smith,,http://ufcstats.com/fighter-details/e955046551f8c7dd,--,155 lbs.,--,,5,1,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Adam,Smith,,http://ufcstats.com/fighter-details/754968e325d6f60d,--,--,--,,0,3,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dillon,Smith,,http://ufcstats.com/fighter-details/ffee353f55e3aa2c,"6' 0""",170 lbs.,--,,0,0,0,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Trevor,Smith,Hot Sauce,http://ufcstats.com/fighter-details/f797f0c57a83353e,"6' 3""",185 lbs.,"75.0""",Orthodox,15,10,0,0,3.29,55%,3.31,51%,1.70,32%,60%,0.7
Anthony,Smith,Lionheart,http://ufcstats.com/fighter-details/d4c9dcd330403612,"6' 4""",205 lbs.,"76.0""",Orthodox,34,16,0,0,2.94,46%,4.38,42%,0.49,28%,51%,0.7
Colton,Smith,,http://ufcstats.com/fighter-details/2e25c1d983c26311,"6' 0""",155 lbs.,"71.0""",Orthodox,7,4,0,0,1.64,41%,2.30,51%,4.09,36%,25%,1.4
Gilbert,Smith,,http://ufcstats.com/fighter-details/54ed8dc6f8c31207,"5' 9""",185 lbs.,--,Southpaw,12,6,0,0,1.09,41%,2.73,35%,3.51,60%,0%,1.2
Leslie,Smith,The Peacemaker,http://ufcstats.com/fighter-details/76984112f697631f,"5' 9""",135 lbs.,"66.0""",Orthodox,10,7,1,0,7.56,40%,8.41,51%,0.00,0%,62%,0.0
Devonte,Smith,King Kage,http://ufcstats.com/fighter-details/207773daeb4afa7b,"5' 9""",155 lbs.,"76.0""",Orthodox,10,2,0,0,6.88,56%,3.65,59%,0.00,0%,100%,0.0
Cole,Smith,The Cole Train,http://ufcstats.com/fighter-details/56709e66f1c6008f,"5' 11""",135 lbs.,"67.0""",Orthodox,7,2,0,0,1.78,35%,1.96,49%,1.67,33%,45%,1.7
Nate,Smith,The Savage,http://ufcstats.com/fighter-details/0bbb69f69c9a2eea,"5' 6""",125 lbs.,"69.0""",Switch,6,1,0,0,1.28,38%,2.04,35%,0.00,0%,33%,2.3
Walter,Smith-Cotito,,http://ufcstats.com/fighter-details/625b65b45c1c6888,"5' 8""",135 lbs.,--,,4,5,0,0,2.95,36%,3.53,68%,2.16,33%,57%,0.0
Justin,Smitley,,http://ufcstats.com/fighter-details/c5776fa8f4bf77aa,--,145 lbs.,--,,10,7,1,0,0.00,0%,0.00,0%,0.00,0%,0%,0.0
Dmitrii,Smoliakov,The Lifeguard,http://ufcstats.com/fighter-details/75afb06215a07341,"6' 2""",253 lbs.,"74.0""",Switch,9,3,0,0,1.44,42%,3.81,55%,0.00,0%,75%,0.0
Louis,Smolka,Da Last Samurai,http://ufcstats.com/fighter-details/d2bc285ead803db0,"5' 9""",135 lbs.,"68.0""",Orthodox,17,7,0,0,4.44,46%,3.74,53%,1.84,37%,31%,1.9
Richie,Smullen,,http://ufcstats.com/fighter-details/f75c5ca0d91b9115,"5' 9""",155 lbs.,"68.0""",Orthodox,3,1,1,0,1.98,77%,2.26,65%,8.49,66%,0%,0.0
Devin,Smyth,,http://ufcstats.com/fighter-details/7684c8137b4545ba,"5' 10""",170 lbs.,"72.0""",Switch,4,2,0,0,2.60,68%,6.73,25%,4.00,26%,100%,0.0
Denis,Sobolev,,http://ufcstats.com/fighter-details/03b1e846b09f721d,"6' 3""",216 lbs.,--,Orthodox,4,7,0,0,0.00,0%,5.45,33%,0.00,0%,0%,0.0
Peter,Sobotta,,http://ufcstats.com/fighter-details/1fcfc3709fe58151,"6' 0""",170 lbs.,"75.0""",Southpaw,17,7,1,0,2.14,40%,2.90,58%,1.53,32%,77%,0.5
Renato,Sobral,Babalu,http://ufcstats.com/fighter-details/d468288756ae3982,"6' 1""",205 lbs.,"75.0""",Orthodox,37,11,0,0,2.23,45%,1.53,57%,2.48,42%,65%,2.6
Rameau Thierry,Sokoudjou,The African Assassin,http://ufcstats.com/fighter-details/d1152823307d7e7c,"5' 10""",205 lbs.,"78.0""",Orthodox,18,18,0,0,2.26,45%,2.61,56%,1.93,47%,78%,0.9
