fight date,fight weightclass,win method,rounds,time,Winner,KD W,TD succeeded W,TD attempted W,TD % W,sub attempts W,pass W,str landed W,str total W,sig str landed W,sig str total W,sig str % W,dist str landed W,dist str total W,clinch str landed W,clinch str total W,ground str landed W,ground str total W,Loser,KD L,TD succeeded L,TD attempted L,TD % L,sub attempts L,pass L,str landed L,str total L,sig str landed L,sig str total L,sig str % L,dist str landed L,dist str total L,clinch str landed L,clinch str total L,ground str landed L,ground str total L
"October 10, 2020",Featherweight,U-DEC,3,5:00,Edson Barboza,2,0 , 0,--,0,1,34 , 77,32 , 74,43,31 , 69,0 , 1,1 , 4,Makwan Amirkhani,0,3 , 6,50,3,0,25 , 59,11 , 39,28,10 , 36,0 , 1,1 , 2
"October 10, 2020",Heavyweight,U-DEC,3,5:00,Marcin Tybura,0,0 , 0,--,1,0,95 , 287,89 , 276,32,78 , 260,11 , 16,0 , 0,Ben Rothwell,0,1 , 3,33,0,0,155 , 274,94 , 183,51,89 , 165,3 , 12,2 , 6
"October 10, 2020",Middleweight,KO/TKO,1,3:22,Dricus Du Plessis,0,0 , 0,--,0,0,14 , 43,14 , 43,32,14 , 43,0 , 0,0 , 0,Markus Perez,1,0 , 0,--,0,0,26 , 58,26 , 58,44,23 , 54,0 , 0,3 , 4
"October 10, 2020",Heavyweight,KO/TKO,1,1:35,Tom Aspinall,0,1 , 1,100,1,0,17 , 26,16 , 25,64,4 , 10,0 , 0,12 , 15,Alan Baudot,0,0 , 0,--,0,0,5 , 14,3 , 12,25,3 , 12,0 , 0,0 , 0
"October 10, 2020",Featherweight,U-DEC,3,5:00,Ilia Topuria,0,0 , 2,0,5,5,40 , 85,17 , 53,32,15 , 50,2 , 2,0 , 1,Youssef Zalal,0,5 , 9,55,0,1,30 , 62,13 , 33,39,12 , 30,1 , 2,0 , 1
"October 10, 2020",Middleweight,KO/TKO,1,1:42,Tom Breese,1,0 , 0,--,0,0,18 , 28,17 , 27,62,11 , 19,0 , 1,6 , 7,KB Bhullar,0,0 , 0,--,0,0,2 , 16,2 , 15,13,2 , 15,0 , 0,0 , 0
"October 10, 2020",Heavyweight,KO/TKO,1,0:45,Chris Daukaus,2,0 , 0,--,0,0,13 , 21,13 , 21,61,6 , 11,0 , 0,7 , 10,Rodrigo Nascimento,0,0 , 0,--,0,0,1 , 4,1 , 4,25,1 , 4,0 , 0,0 , 0
"October 10, 2020",Middleweight,KO/TKO,2,2:03,Joaquin Buckley,0,0 , 0,--,1,0,31 , 85,28 , 79,35,28 , 79,0 , 0,0 , 0,Impa Kasanganay,1,1 , 2,50,0,0,29 , 95,29 , 94,30,25 , 88,2 , 3,2 , 3
"October 10, 2020",Bantamweight,U-DEC,3,5:00,Tony Kelley,0,5 , 15,33,0,4,58 , 103,29 , 67,43,27 , 61,1 , 3,1 , 3,Ali AlQaisi,0,0 , 0,--,5,1,61 , 109,23 , 62,37,21 , 58,2 , 4,0 , 0
"October 10, 2020",Featherweight,U-DEC,3,5:00,Giga Chikadze,1,0 , 1,0,0,0,69 , 163,65 , 157,41,54 , 134,0 , 2,11 , 21,Omar Morales,0,0 , 0,--,0,0,35 , 130,34 , 128,26,34 , 125,0 , 0,0 , 3
"October 10, 2020",Women's Bantamweight,U-DEC,3,5:00,Tracy Cortez,0,3 , 5,60,3,0,66 , 109,20 , 42,47,9 , 24,0 , 2,11 , 16,Stephanie Egger,0,1 , 6,16,1,0,27 , 70,10 , 32,31,8 , 29,2 , 3,0 , 0
"October 10, 2020",Flyweight,U-DEC,3,5:00,Tagir Ulanbekov,0,4 , 8,50,5,0,59 , 134,47 , 114,41,40 , 104,7 , 10,0 , 0,Bruno Silva,0,5 , 11,45,4,0,69 , 152,46 , 122,37,45 , 119,1 , 3,0 , 0
"October 03, 2020",Women's Bantamweight,U-DEC,5,5:00,Holly Holm,0,5 , 14,35,5,0,187 , 342,154 , 301,51,140 , 272,1 , 1,13 , 28,Irene Aldana,0,0 , 0,--,0,0,92 , 210,69 , 185,37,65 , 181,4 , 4,0 , 0
"October 03, 2020",Heavyweight,U-DEC,3,5:00,Carlos Felipe,0,0 , 1,0,0,0,113 , 174,48 , 100,48,48 , 99,0 , 1,0 , 0,Yorgan De Castro,0,0 , 0,--,0,0,88 , 187,78 , 177,44,65 , 161,13 , 16,0 , 0
"October 03, 2020",Women's Bantamweight,SUB,3,3:25,Germaine de Randamie,0,0 , 0,--,0,2,57 , 119,37 , 91,40,32 , 84,4 , 6,1 , 1,Julianna Pena,0,3 , 6,50,3,0,58 , 125,27 , 91,29,18 , 75,2 , 2,7 , 14
"October 03, 2020",Bantamweight,KO/TKO,2,0:44,Kyler Phillips,0,2 , 2,100,2,0,34 , 80,32 , 78,41,13 , 41,0 , 0,19 , 37,Cameron Else,0,0 , 0,--,0,0,20 , 43,11 , 30,36,10 , 28,0 , 0,1 , 2
"October 03, 2020",Middleweight,KO/TKO,2,3:15,Dusko Todorovic,0,0 , 0,--,1,0,21 , 49,13 , 41,31,10 , 38,3 , 3,0 , 0,Dequan Townsend,0,1 , 2,50,0,0,109 , 167,85 , 134,63,39 , 67,17 , 20,29 , 47
"October 03, 2020",Welterweight,U-DEC,3,5:00,Carlos Condit,1,0 , 0,--,0,0,88 , 230,88 , 230,38,87 , 228,0 , 0,1 , 2,Court McGee,0,0 , 0,--,0,0,84 , 182,84 , 182,46,84 , 182,0 , 0,0 , 0
"October 03, 2020",Featherweight,S-DEC,3,5:00,Charles Jourdain,0,0 , 0,--,0,3,68 , 126,44 , 101,43,34 , 81,0 , 0,10 , 20,Josh Culibao,1,0 , 7,0,0,0,51 , 130,46 , 124,37,40 , 115,2 , 2,4 , 7
"October 03, 2020",Middleweight,U-DEC,3,5:00,Nassourdine Imavov,0,0 , 3,0,1,4,62 , 137,30 , 98,30,23 , 88,7 , 10,0 , 0,Jordan Williams,0,1 , 8,12,0,0,81 , 126,68 , 110,61,48 , 83,12 , 13,8 , 14
"October 03, 2020",Women's Strawweight,U-DEC,3,5:00,Loma Lookboonmee,0,0 , 1,0,0,0,85 , 142,80 , 137,58,42 , 86,38 , 50,0 , 1,Jinh Yu Frey,0,1 , 4,25,1,0,39 , 75,26 , 61,42,13 , 47,13 , 14,0 , 0
"October 03, 2020",Bantamweight,U-DEC,3,5:00,Casey Kenney,0,0 , 1,0,0,0,109 , 263,109 , 263,41,109 , 261,0 , 2,0 , 0,Heili Alateng,0,0 , 0,--,0,0,46 , 171,46 , 171,26,46 , 171,0 , 0,0 , 0
"October 03, 2020",Lightweight,KO/TKO,1,1:12,Luigi Vendramini,1,0 , 1,0,0,0,14 , 24,13 , 23,56,11 , 18,0 , 0,2 , 5,Jessin Ayari,0,0 , 0,--,0,0,2 , 10,2 , 10,20,2 , 9,0 , 1,0 , 0
"September 26, 2020",Middleweight,KO/TKO,2,3:59,Israel Adesanya,1,0 , 0,--,0,0,55 , 84,55 , 84,65,45 , 71,2 , 3,8 , 10,Paulo Costa,0,0 , 0,--,0,0,12 , 26,12 , 26,46,12 , 26,0 , 0,0 , 0
"September 26, 2020",Light Heavyweight,KO/TKO,2,4:36,Jan Blachowicz,0,0 , 0,--,0,0,21 , 51,21 , 51,41,21 , 51,0 , 0,0 , 0,Dominick Reyes,1,0 , 0,--,0,0,41 , 89,41 , 89,46,37 , 83,1 , 2,3 , 4
"September 26, 2020",Flyweight,SUB,2,0:48,Brandon Royval,1,0 , 1,0,0,1,22 , 39,22 , 38,57,21 , 35,1 , 3,0 , 0,Kai Kara-France,2,0 , 0,--,0,0,51 , 85,39 , 71,54,34 , 64,4 , 6,1 , 1
"September 26, 2020",Women's Bantamweight,U-DEC,3,5:00,Ketlen Vieira,0,2 , 5,40,2,0,93 , 203,68 , 171,39,66 , 169,2 , 2,0 , 0,Sijara Eubanks,0,0 , 1,0,0,0,72 , 152,69 , 149,46,65 , 143,2 , 3,2 , 3
"September 26, 2020",Featherweight,S-DEC,3,5:00,Hakeem Dawodu,0,0 , 0,--,0,0,70 , 137,69 , 136,50,69 , 136,0 , 0,0 , 0,Zubaira Tukhugov,0,1 , 7,14,1,0,40 , 98,35 , 93,37,34 , 92,0 , 0,1 , 1
"September 26, 2020",Lightweight,U-DEC,3,5:00,Brad Riddell,0,1 , 6,16,1,0,86 , 185,67 , 166,40,61 , 158,5 , 7,1 , 1,Alex Da Silva,0,3 , 9,33,3,1,70 , 133,54 , 112,48,49 , 105,4 , 6,1 , 1
"September 26, 2020",Welterweight,U-DEC,3,5:00,Jake Matthews,0,0 , 1,0,1,0,38 , 95,25 , 81,30,23 , 77,0 , 0,2 , 4,Diego Sanchez,1,1 , 2,50,0,0,93 , 174,72 , 148,48,42 , 97,1 , 1,29 , 50
"September 26, 2020",Featherweight,KO/TKO,1,1:16,Ludovit Klein,0,0 , 0,--,0,0,4 , 7,4 , 7,57,4 , 7,0 , 0,0 , 0,Shane Young,1,0 , 0,--,0,0,9 , 13,9 , 13,69,8 , 12,0 , 0,1 , 1
"September 26, 2020",Light Heavyweight,U-DEC,3,5:00,William Knight,0,4 , 5,80,4,1,58 , 77,38 , 54,70,10 , 24,9 , 9,19 , 21,Aleksa Camur,0,1 , 4,25,1,0,59 , 72,17 , 30,56,9 , 22,8 , 8,0 , 0
"September 26, 2020",Heavyweight,SUB,1,3:48,Juan Espino,0,5 , 7,71,5,1,21 , 29,10 , 17,58,2 , 7,0 , 0,8 , 10,Jeff Hughes,0,0 , 0,--,0,0,0 , 1,0 , 1,0,0 , 1,0 , 0,0 , 0
"September 26, 2020",Light Heavyweight,U-DEC,3,5:00,Danilo Marques,0,0 , 0,--,4,0,36 , 65,19 , 46,41,12 , 37,3 , 3,4 , 6,Khadis Ibragimov,0,4 , 16,25,0,1,19 , 26,16 , 22,72,15 , 20,0 , 1,1 , 1
"September 19, 2020",Welterweight,KO/TKO,5,1:19,Colby Covington,0,3 , 8,37,3,0,232 , 311,78 , 143,54,43 , 101,19 , 20,16 , 22,Tyron Woodley,0,1 , 1,100,1,0,67 , 116,34 , 83,40,26 , 74,8 , 9,0 , 0
"September 19, 2020",Welterweight,Overturned,3,5:00,Donald Cerrone,0,0 , 5,0,0,0,113 , 230,113 , 230,49,101 , 216,11 , 13,1 , 1,Niko Price,0,0 , 1,0,0,0,167 , 330,150 , 312,48,129 , 284,18 , 24,3 , 4
"September 19, 2020",Middleweight,KO/TKO,1,0:17,Khamzat Chimaev,1,0 , 0,--,0,0,4 , 6,4 , 6,66,2 , 3,0 , 0,2 , 3,Gerald Meerschaert,0,0 , 0,--,0,0,0 , 1,0 , 1,0,0 , 1,0 , 0,0 , 0
"September 19, 2020",Light Heavyweight,KO/TKO,1,2:43,Johnny Walker,0,0 , 0,--,0,0,30 , 34,26 , 30,86,4 , 5,0 , 0,22 , 25,Ryan Spann,2,2 , 2,100,2,0,10 , 16,7 , 13,53,3 , 7,0 , 0,4 , 6
"September 19, 2020",Women's Strawweight,SUB,1,3:44,Mackenzie Dern,0,0 , 0,--,0,5,11 , 17,9 , 13,69,2 , 6,0 , 0,7 , 7,Randa Markos,0,0 , 0,--,0,0,7 , 10,3 , 5,60,3 , 5,0 , 0,0 , 0
"September 19, 2020",Middleweight,S-DEC,3,5:00,Kevin Holland,0,0 , 3,0,0,0,163 , 223,74 , 129,57,62 , 112,11 , 15,1 , 2,Darren Stewart,0,3 , 8,37,3,0,97 , 159,57 , 110,51,33 , 69,6 , 8,18 , 33
"September 19, 2020",Flyweight,U-DEC,3,5:00,David Dvorak,0,0 , 1,0,0,0,50 , 162,50 , 162,30,47 , 156,3 , 6,0 , 0,Jordan Espinosa,0,0 , 1,0,0,0,69 , 147,68 , 146,46,61 , 135,7 , 11,0 , 0
"September 19, 2020",Featherweight,SUB,3,1:21,Damon Jackson,0,7 , 9,77,0,7,76 , 102,13 , 21,61,4 , 10,0 , 1,9 , 10,Mirsad Bektic,0,0 , 0,--,7,0,20 , 34,12 , 26,46,2 , 12,3 , 3,7 , 11
"September 19, 2020",Women's Flyweight,SUB,1,2:29,Mayra Bueno Silva,0,0 , 0,--,0,1,3 , 8,2 , 7,28,2 , 7,0 , 0,0 , 0,Mara Romero Borella,0,1 , 2,50,1,0,15 , 21,6 , 9,66,4 , 7,0 , 0,2 , 2
"September 19, 2020",Women's Bantamweight,KO/TKO,3,4:21,Jessica-Rose Clark,0,1 , 1,100,1,0,124 , 175,76 , 106,71,15 , 30,25 , 29,36 , 47,Sarah Alpar,0,2 , 11,18,2,0,26 , 44,12 , 30,40,12 , 30,0 , 0,0 , 0
"September 19, 2020",Featherweight,SUB,1,0:52,Darrick Minner,0,0 , 0,--,0,1,18 , 20,15 , 17,88,2 , 4,13 , 13,0 , 0,TJ Laramie,0,0 , 1,0,0,0,0 , 4,0 , 4,0,0 , 3,0 , 1,0 , 0
"September 19, 2020",Bantamweight,KO/TKO,1,0:41,Randy Costa,0,0 , 0,--,0,0,1 , 5,1 , 5,20,1 , 5,0 , 0,0 , 0,Journey Newson,1,0 , 0,--,0,0,4 , 6,4 , 6,66,2 , 4,0 , 0,2 , 2
"September 19, 2020",Bantamweight,S-DEC,3,5:00,Andre Ewell,0,0 , 0,--,0,0,124 , 301,123 , 299,41,119 , 293,4 , 6,0 , 0,Irwin Rivera,0,1 , 9,11,1,0,85 , 180,81 , 176,46,74 , 164,1 , 4,6 , 8
"September 19, 2020",Bantamweight,KO/TKO,2,0:34,Tyson Nam,1,0 , 0,--,0,0,36 , 72,36 , 72,50,18 , 47,3 , 3,15 , 22,Jerome Rivera,0,0 , 0,--,0,0,31 , 81,30 , 80,37,29 , 79,1 , 1,0 , 0
"September 12, 2020",Women's Strawweight,S-DEC,5,5:00,Michelle Waterson,0,1 , 18,5,1,0,162 , 361,128 , 324,39,110 , 300,13 , 17,5 , 7,Angela Hill,0,0 , 0,--,0,0,146 , 278,131 , 261,50,105 , 231,25 , 29,1 , 1
"September 12, 2020",Lightweight,KO/TKO,1,1:33,Ottman Azaitar,0,0 , 0,--,0,0,16 , 22,16 , 22,72,3 , 5,6 , 10,7 , 7,Khama Worthy,0,0 , 0,--,0,0,1 , 9,1 , 9,11,1 , 8,0 , 1,0 , 0
"September 12, 2020",Women's Flyweight,U-DEC,3,5:00,Roxanne Modafferi,0,4 , 7,57,4,0,129 , 267,60 , 169,35,57 , 165,0 , 1,3 , 3,Andrea Lee,0,3 , 4,75,3,0,118 , 210,97 , 189,51,89 , 178,5 , 8,3 , 3
"September 12, 2020",Light Heavyweight,SUB,3,2:41,Ed Herman,0,2 , 4,50,2,1,51 , 84,40 , 73,54,19 , 43,21 , 29,0 , 1,Mike Rodriguez,2,0 , 1,0,0,0,114 , 149,89 , 124,71,34 , 55,48 , 55,7 , 14
"September 12, 2020",Lightweight,U-DEC,3,5:00,Bobby Green,0,4 , 6,66,4,0,109 , 149,61 , 95,64,35 , 63,17 , 18,9 , 14,Alan Patrick,0,1 , 6,16,1,0,38 , 89,19 , 69,27,18 , 68,0 , 0,1 , 1
"September 12, 2020",Featherweight,KO/TKO,3,0:07,Billy Quarantillo,1,2 , 6,33,2,0,112 , 185,79 , 150,52,69 , 136,10 , 13,0 , 1,Kyle Nelson,0,0 , 4,0,0,0,62 , 120,56 , 114,49,43 , 95,10 , 16,3 , 3
"September 12, 2020",Women's Bantamweight,U-DEC,3,5:00,Sijara Eubanks,0,1 , 1,100,3,3,66 , 128,34 , 87,39,32 , 83,1 , 3,1 , 1,Julia Avila,0,3 , 7,42,1,0,107 , 171,53 , 107,49,25 , 65,0 , 1,28 , 41
"September 12, 2020",Lightweight,Overturned,1,0:31,Roosevelt Roberts,0,0 , 1,0,0,0,2 , 5,2 , 5,40,2 , 5,0 , 0,0 , 0,Kevin Croom,1,0 , 0,--,0,1,5 , 6,5 , 6,83,4 , 5,0 , 0,1 , 1
"September 12, 2020",Heavyweight,SUB,2,4:22,Alexandr Romanov,0,4 , 4,100,4,2,60 , 160,55 , 147,37,4 , 5,1 , 1,50 , 141,Roque Martinez,0,0 , 0,--,0,0,29 , 41,7 , 15,46,6 , 12,1 , 2,0 , 1
"September 12, 2020",Catch Weight,SUB,2,4:20,Jalin Turner,0,1 , 6,16,1,1,60 , 85,56 , 80,70,48 , 70,6 , 8,2 , 2,Brok Weaver,2,1 , 1,100,1,0,70 , 156,66 , 152,43,47 , 123,6 , 9,13 , 20
"September 12, 2020",Welterweight,U-DEC,3,5:00,Bryan Barberena,0,0 , 1,0,0,2,175 , 250,63 , 126,50,40 , 89,18 , 30,5 , 7,Anthony Ivy,0,5 , 24,20,5,0,54 , 105,36 , 84,42,19 , 53,11 , 21,6 , 10
"September 12, 2020",Women's Flyweight,SUB,3,3:57,Sabina Mazo,1,0 , 0,--,0,1,131 , 275,131 , 275,47,123 , 264,8 , 10,0 , 1,Justine Kish,0,1 , 3,33,1,0,94 , 212,93 , 210,44,88 , 199,4 , 8,1 , 3
"September 05, 2020",Heavyweight,KO/TKO,5,0:26,Alistair Overeem,0,3 , 3,100,3,0,106 , 131,92 , 114,80,28 , 43,16 , 16,48 , 55,Augusto Sakai,0,0 , 0,--,0,0,120 , 196,99 , 173,57,62 , 127,35 , 43,2 , 3
"September 05, 2020",Light Heavyweight,KO/TKO,2,4:07,Ovince Saint Preux,1,0 , 0,--,0,0,33 , 80,33 , 80,41,33 , 80,0 , 0,0 , 0,Alonzo Menifield,0,0 , 2,0,0,0,21 , 43,19 , 40,47,17 , 38,2 , 2,0 , 0
"September 05, 2020",Welterweight,SUB,3,4:39,Michel Pereira,0,1 , 1,100,1,1,88 , 154,88 , 153,57,82 , 145,6 , 8,0 , 0,Zelim Imadaev,0,0 , 0,--,0,0,24 , 91,23 , 90,25,22 , 86,1 , 4,0 , 0
"September 05, 2020",Middleweight,SUB,1,2:42,Andre Muniz,0,0 , 0,--,0,2,19 , 23,4 , 8,50,2 , 6,2 , 2,0 , 0,Bartosz Fabinski,0,1 , 2,50,1,0,11 , 16,5 , 8,62,1 , 3,4 , 5,0 , 0
"September 05, 2020",Featherweight,SUB,1,0:39,Brian Kelleher,0,0 , 0,--,0,1,1 , 3,1 , 3,33,1 , 3,0 , 0,0 , 0,Ray Rodriguez,0,1 , 1,100,1,0,1 , 5,1 , 5,20,1 , 5,0 , 0,0 , 0
"September 05, 2020",Women's Flyweight,U-DEC,3,5:00,Viviane Araujo,0,0 , 1,0,0,0,91 , 150,82 , 140,58,80 , 137,2 , 3,0 , 0,Montana De La Rosa,0,1 , 6,16,1,0,88 , 220,85 , 215,39,76 , 202,9 , 13,0 , 0
"September 05, 2020",Bantamweight,U-DEC,3,5:00,Hunter Azure,0,2 , 5,40,5,0,69 , 121,31 , 81,38,20 , 67,5 , 8,6 , 6,Cole Smith,1,5 , 8,62,2,3,75 , 90,42 , 56,75,24 , 35,5 , 7,13 , 14
"August 29, 2020",Light Heavyweight,U-DEC,3,5:00,Aleksandar Rakic,0,0 , 2,0,0,0,40 , 53,9 , 21,42,6 , 14,1 , 2,2 , 5,Anthony Smith,1,0 , 0,--,0,0,141 , 159,44 , 57,77,25 , 34,2 , 2,17 , 21
"August 29, 2020",Welterweight,U-DEC,3,5:00,Neil Magny,0,0 , 1,0,4,0,41 , 62,26 , 45,57,15 , 33,6 , 6,5 , 6,Robbie Lawler,0,4 , 7,57,0,0,116 , 144,62 , 88,70,39 , 63,16 , 18,7 , 7
"August 29, 2020",Women's Flyweight,U-DEC,3,5:00,Alexa Grasso,0,0 , 0,--,1,0,85 , 206,68 , 188,36,65 , 184,3 , 4,0 , 0,Ji Yeon Kim,0,1 , 2,50,0,0,123 , 220,88 , 182,48,81 , 174,3 , 3,4 , 5
"August 29, 2020",Featherweight,U-DEC,3,5:00,Ricardo Lamas,0,5 , 11,45,5,0,127 , 180,104 , 156,66,62 , 108,14 , 15,28 , 33,Bill Algeo,0,1 , 1,100,1,0,145 , 224,89 , 168,52,71 , 145,16 , 21,2 , 2
"August 29, 2020",Middleweight,U-DEC,3,5:00,Impa Kasanganay,0,0 , 0,--,0,0,72 , 174,71 , 173,41,71 , 172,0 , 1,0 , 0,Maki Pitolo,0,0 , 1,0,0,0,86 , 199,85 , 198,42,82 , 190,3 , 8,0 , 0
"August 29, 2020",Middleweight,U-DEC,3,5:00,Zak Cummings,0,0 , 2,0,0,0,53 , 157,53 , 157,33,52 , 156,1 , 1,0 , 0,Alessio Di Chirico,1,0 , 0,--,0,0,54 , 139,54 , 139,38,54 , 138,0 , 1,0 , 0
"August 29, 2020",Featherweight,SUB,1,3:38,Alex Caceres,0,0 , 0,--,0,1,18 , 31,18 , 31,58,18 , 31,0 , 0,0 , 0,Austin Springer,0,0 , 1,0,0,0,14 , 32,14 , 32,43,13 , 31,1 , 1,0 , 0
"August 29, 2020",Welterweight,SUB,2,1:47,Sean Brady,0,2 , 2,100,2,2,65 , 99,34 , 60,56,28 , 54,0 , 0,6 , 6,Christian Aguilera,0,0 , 0,--,0,0,17 , 40,16 , 39,41,16 , 39,0 , 0,0 , 0
"August 29, 2020",Women's Strawweight,SUB,1,1:53,Polyana Viana,0,0 , 1,0,0,1,18 , 24,9 , 15,60,6 , 12,0 , 0,3 , 3,Emily Whitmire,0,0 , 1,0,0,0,5 , 15,2 , 11,18,2 , 11,0 , 0,0 , 0
"August 29, 2020",Women's Strawweight,SUB,2,1:33,Mallory Martin,0,1 , 2,50,1,1,48 , 66,22 , 38,57,17 , 32,0 , 0,5 , 6,Hannah Cifers,1,0 , 0,--,0,0,75 , 130,49 , 100,49,30 , 73,15 , 21,4 , 6
"August 22, 2020",Bantamweight,S-DEC,5,5:00,Frankie Edgar,0,0 , 0,--,2,0,166 , 350,166 , 350,47,166 , 350,0 , 0,0 , 0,Pedro Munhoz,0,2 , 8,25,0,0,135 , 363,135 , 363,37,134 , 361,1 , 2,0 , 0
"August 22, 2020",Light Heavyweight,KO/TKO,1,2:17,Mike Rodriguez,0,0 , 0,--,0,0,23 , 30,14 , 20,70,9 , 14,5 , 6,0 , 0,Marcin Prachnio,1,0 , 0,--,0,0,21 , 26,21 , 26,80,8 , 11,11 , 13,2 , 2
"August 22, 2020",Lightweight,SUB,1,3:51,Joe Solecki,0,0 , 0,--,0,1,9 , 14,9 , 14,64,6 , 11,3 , 3,0 , 0,Austin Hubbard,0,0 , 2,0,0,0,36 , 43,13 , 20,65,9 , 16,4 , 4,0 , 0
"August 22, 2020",Women's Flyweight,KO/TKO,2,1:38,Shana Dobson,0,2 , 2,100,2,0,56 , 89,22 , 46,47,10 , 28,2 , 2,10 , 16,Mariya Agapova,0,2 , 2,100,2,0,41 , 59,24 , 36,66,6 , 14,3 , 3,15 , 19
"August 22, 2020",Welterweight,KO/TKO,1,2:24,Daniel Rodriguez,3,0 , 0,--,0,0,15 , 32,15 , 32,46,11 , 27,0 , 0,4 , 5,Dwight Grant,1,0 , 0,--,0,0,31 , 72,30 , 68,44,13 , 24,0 , 0,17 , 44
"August 22, 2020",Women's Strawweight,U-DEC,3,5:00,Amanda Lemos,1,2 , 2,100,2,0,102 , 150,83 , 129,64,48 , 84,27 , 33,8 , 12,Inoue Mizuki,0,0 , 1,0,0,0,138 , 181,57 , 94,60,34 , 69,23 , 25,0 , 0
"August 22, 2020",Light Heavyweight,KO/TKO,1,1:31,Jordan Wright,0,0 , 0,--,0,0,23 , 24,7 , 7,100,0 , 0,7 , 7,0 , 0,Ike Villanueva,1,0 , 0,--,0,0,21 , 21,15 , 15,100,1 , 1,12 , 12,2 , 2
"August 22, 2020",Welterweight,U-DEC,3,5:00,Matthew Semelsberger,0,0 , 1,0,2,1,89 , 197,77 , 182,42,76 , 179,1 , 2,0 , 1,Carlton Minus,1,2 , 2,100,0,0,122 , 237,118 , 233,50,107 , 218,7 , 8,4 , 7
"August 22, 2020",Catch Weight,Overturned,2,1:59,Timur Valiev,1,0 , 0,--,0,0,66 , 93,66 , 93,70,60 , 86,6 , 7,0 , 0,Trevin Jones,1,1 , 2,50,1,0,31 , 55,26 , 50,52,11 , 32,1 , 1,14 , 17
"August 15, 2020",Heavyweight,U-DEC,5,5:00,Stipe Miocic,1,0 , 6,0,0,0,171 , 244,115 , 187,61,101 , 169,14 , 18,0 , 0,Daniel Cormier,0,1 , 2,50,1,0,145 , 223,105 , 183,57,95 , 171,10 , 12,0 , 0
"August 15, 2020",Bantamweight,KO/TKO,1,4:40,Marlon Vera,0,0 , 0,--,0,0,10 , 21,10 , 21,47,10 , 21,0 , 0,0 , 0,Sean O'Malley,0,0 , 0,--,0,0,18 , 30,18 , 30,60,11 , 22,0 , 0,7 , 8
"August 15, 2020",Heavyweight,KO/TKO,2,3:47,Jairzinho Rozenstruik,0,0 , 0,--,0,0,24 , 44,24 , 44,54,24 , 44,0 , 0,0 , 0,Junior Dos Santos,1,0 , 0,--,0,0,42 , 66,42 , 66,63,30 , 49,0 , 0,12 , 17
"August 15, 2020",Featherweight,KO/TKO,2,4:37,Daniel Pineda,0,3 , 4,75,1,0,35 , 48,10 , 22,45,5 , 15,1 , 2,4 , 5,Herbert Burns,0,1 , 2,50,3,0,173 , 205,57 , 75,76,8 , 13,1 , 1,48 , 61
"August 15, 2020",Bantamweight,U-DEC,3,5:00,Merab Dvalishvili,0,0 , 0,--,2,0,31 , 90,27 , 86,31,26 , 83,1 , 3,0 , 0,John Dodson,0,2 , 20,10,0,0,88 , 171,50 , 133,37,25 , 108,25 , 25,0 , 0
"August 15, 2020",Lightweight,U-DEC,3,5:00,Vinc Pichel,0,2 , 2,100,3,0,26 , 57,14 , 39,35,7 , 27,4 , 6,3 , 6,Jim Miller,0,3 , 5,60,2,2,84 , 124,41 , 78,52,15 , 35,9 , 11,17 , 32
"August 15, 2020",Women's Strawweight,SUB,1,1:44,Virna Jandiroba,0,0 , 0,--,1,2,3 , 3,1 , 1,100,1 , 1,0 , 0,0 , 0,Felice Herrig,0,1 , 1,100,0,0,12 , 15,4 , 5,80,0 , 0,0 , 0,4 , 5
"August 15, 2020",Featherweight,U-DEC,3,5:00,Danny Chavez,0,0 , 6,0,4,0,59 , 156,43 , 139,30,38 , 132,5 , 7,0 , 0,TJ Brown,0,4 , 4,100,0,0,52 , 113,49 , 110,44,40 , 97,0 , 0,9 , 13
"August 15, 2020",Women's Strawweight,U-DEC,3,5:00,Livinha Souza,0,0 , 1,0,1,0,89 , 176,32 , 114,28,32 , 112,0 , 2,0 , 0,Ashley Yoder,0,1 , 4,25,0,0,70 , 95,46 , 70,65,36 , 55,5 , 7,5 , 8
"August 15, 2020",Heavyweight,KO/TKO,1,4:28,Chris Daukaus,2,0 , 0,--,0,0,45 , 67,37 , 59,62,29 , 50,6 , 7,2 , 2,Parker Porter,0,0 , 0,--,0,0,18 , 53,17 , 52,32,14 , 47,3 , 5,0 , 0
"August 15, 2020",Featherweight,U-DEC,3,5:00,Kai Kamaka,0,5 , 5,100,5,0,138 , 216,114 , 185,61,90 , 160,22 , 22,2 , 3,Tony Kelley,0,0 , 1,0,0,0,185 , 298,114 , 226,50,76 , 182,38 , 44,0 , 0
"August 08, 2020",Heavyweight,KO/TKO,2,0:21,Derrick Lewis,1,1 , 1,100,1,0,35 , 42,35 , 42,83,5 , 7,0 , 0,30 , 35,Aleksei Oleinik,0,1 , 1,100,1,2,3 , 7,2 , 6,33,1 , 5,0 , 0,1 , 1
"August 08, 2020",Middleweight,U-DEC,3,5:00,Chris Weidman,0,4 , 8,50,5,0,60 , 118,33 , 91,36,21 , 74,8 , 11,4 , 6,Omari Akhmedov,0,5 , 16,31,4,0,67 , 98,29 , 56,51,17 , 42,1 , 2,11 , 12
